,ques_link,vote_count,answer_count,ques_title,ques_summ,keywords,date
474,"""/questions/936249/how-to-stop-tracking-and-ignore-changes-to-a-file-in-git""",1963,20,How to stop tracking and ignore changes to a file in Git?,"I have cloned a project that includes some .csproj files. I don't need/like my local csproj files being tracked by Git (or being brought up when creating a patch), but clearly they are needed in the ...",['git'],2009-06-01
475,"""/questions/5506339/how-can-i-git-stash-a-specific-file""",1963,8,How can I git stash a specific file?,"How can I stash a specific file leaving the others currently modified out of the stash I am about to save?

For example, if git status gives me this:

younker % gst      
# On branch master
# Your ...","['git', 'git-stash']",2011-03-31
476,"""/questions/2194808/debug-certificate-expired-error-in-eclipse-android-plugins""",1963,19,"""Debug certificate expired"" error in Eclipse Android plugins","I am using Eclipse Android plugins to build a project, but I am
getting this error in the console window:

[2010-02-03 10:31:14 - androidVNC]Error generating final archive:
Debug certificate expired ...","['android', 'eclipse', 'certificate']",2010-02-03
477,"""/questions/12481639/remove-files-from-git-commit""",1959,33,Remove files from Git commit,"I am using Git and I have committed few files using 

git commit -a
Later, I found that a file had mistakenly been added to the commit.

How can I remove a file from the last commit?","['git', 'git-commit']",2012-09-18
478,"""/questions/70324/java-inner-class-and-static-nested-class""",1959,28,Java inner class and static nested class,What is the main difference between an inner class and a static nested class in Java? Does design / implementation play a role in choosing one of these?,"['java', 'inner-classes', 'static-classes']",2008-09-16
479,"""/questions/7073484/how-do-css-triangles-work""",1958,22,How do CSS triangles work?,"There're plenty of different CSS shapes over at CSS Tricks - Shapes of CSS and I'm particularly puzzled with a triangle:


#triangle-up {
  width: 0;
  height: 0;
  border-left: 50px solid ...","['css', 'geometry', 'polygon', 'css-shapes']",2011-08-16
480,"""/questions/804115/when-do-you-use-git-rebase-instead-of-git-merge""",1958,16,When do you use Git rebase instead of Git merge?,"When is it recommended to use Git rebase vs. Git merge?

Do I still need to merge after a successful rebase?","['git', 'version-control', 'git-merge', 'git-rebase']",2009-04-29
481,"""/questions/627435/how-to-remove-an-element-from-a-list-by-index""",1957,18,How to remove an element from a list by index,"How do I remove an element from a list by index in Python?

I found the list.remove method, but say I want to remove the last element, how do I do this? It seems like the default remove searches the ...","['python', 'list', 'indexing']",2009-03-09
482,"""/questions/97197/what-is-the-n1-selects-problem-in-orm-object-relational-mapping""",1954,19,"What is the ""N+1 selects problem"" in ORM (Object-Relational Mapping)?","The ""N+1 selects problem"" is generally stated as a problem in Object-Relational mapping (ORM) discussions, and I understand that it has something to do with having to make a lot of database queries ...","['orm', 'select-n-plus-1']",2008-09-18
483,"""/questions/17846529/could-not-open-a-connection-to-your-authentication-agent""",1951,38,Could not open a connection to your authentication agent,"I am running into this error of: 

$ git push heroku master
Warning: Permanently added the RSA host key for IP address '50.19.85.132' to the list of known hosts.
!  Your key with fingerprint b7:fd:15:...","['git', 'ssh', 'ssh-agent']",2013-07-24
484,"""/questions/1987926/how-do-i-recursively-grep-all-directories-and-subdirectories""",1949,26,How do I recursively grep all directories and subdirectories?,"How do I recursively grep all directories and subdirectories?

find . | xargs grep ""texthere"" *","['linux', 'unix', 'grep']",2010-01-01
485,"""/questions/767486/how-do-you-check-if-a-variable-is-an-array-in-javascript""",1949,24,How do you check if a variable is an array in JavaScript?,"I would like to check whether a variable is either an array or a single value in JavaScript.

I have found a possible solution...

if (variable.constructor == Array)...
Is this the best way this can ...","['javascript', 'arrays', 'list', 'variables']",2009-04-20
486,"""/questions/169511/how-do-i-iterate-over-a-range-of-numbers-defined-by-variables-in-bash""",1948,20,How do I iterate over a range of numbers defined by variables in Bash?,"How do I iterate over a range of numbers in Bash when the range is given by a variable?

I know I can do this (called ""sequence expression"" in the Bash documentation):

 for i in {1..5}; do echo $i; ...","['bash', 'shell', 'for-loop', 'syntax']",2008-10-04
487,"""/questions/2600191/how-can-i-count-the-occurrences-of-a-list-item""",1947,29,How can I count the occurrences of a list item?,"Given an item, how can I count its occurrences in a list in Python?","['python', 'list', 'count']",2010-04-08
488,"""/questions/997482/does-java-support-default-parameter-values""",1945,26,Does Java support default parameter values?,"I came across some Java code that had the following structure:

public MyParameterizedFunction(String param1, int param2)
{
    this(param1, param2, false);
}

public MyParameterizedFunction(String ...","['java', 'methods', 'parameters', 'overloading', 'default-parameters']",2009-06-15
489,"""/questions/9229645/remove-duplicate-values-from-js-array""",1943,54,Remove duplicate values from JS array [duplicate],"I have a very simple JavaScript array that may or may not contain duplicates.

var names = [""Mike"",""Matt"",""Nancy"",""Adam"",""Jenny"",""Nancy"",""Carl""];
I need to remove the duplicates and put the unique ...","['javascript', 'arrays', 'duplicates', 'unique']",2012-02-10
490,"""/questions/9794985/config-error-this-configuration-section-cannot-be-used-at-this-path""",1942,34,Config Error: This configuration section cannot be used at this path,"I've encountered an error deploying a site to a server.  When trying to load the home page, or access authentication on the new site in IIS, I get the error:
  Config Error: This configuration ...","['iis', 'iis-7', 'iis-8.5', 'iis-10']",2012-03-20
491,"""/questions/3106110/what-is-move-semantics""",1942,11,What is move semantics?,"I just finished listening to the Software Engineering radio podcast interview with Scott Meyers regarding C++0x. Most of the new features made sense to me, and I am actually excited about C++0x now, ...","['c++', 'c++-faq', 'c++11', 'move-semantics']",2010-06-23
492,"""/questions/2862590/how-to-replace-master-branch-in-git-entirely-from-another-branch""",1940,5,"How to replace master branch in Git, entirely, from another branch? [duplicate]","I have two branches in my Git repository:
master
seotweaks (created originally from master)
I created seotweaks with the intention of quickly merging it back into master. However, that was three ...","['git', 'merge', 'git-branch']",2010-05-19
493,"""/questions/1732348/regex-match-open-tags-except-xhtml-self-contained-tags""",1938,37,RegEx match open tags except XHTML self-contained tags,"I need to match all of these opening tags:

<p>
<a href=""foo"">
But not these:

<br />
<hr class=""foo"" />
I came up with this and wanted to make sure I've got it right. I am ...","['html', 'regex', 'xhtml']",2010-06-30
494,"""/questions/3102819/disable-same-origin-policy-in-chrome""",1938,34,Disable same origin policy in Chrome,Is there any way to disable the Same-origin policy on Google's Chrome browser?,"['javascript', 'ajax', 'google-chrome']",2010-06-23
495,"""/questions/1425892/how-do-you-merge-two-git-repositories""",1937,26,How do you merge two Git repositories?,"Consider the following scenario:

I have developed a small experimental project A in its own Git repo. It has now matured, and I'd like A to be part of larger project B, which has its own big ...","['git', 'merge', 'repository', 'git-subtree']",2009-09-15
496,"""/questions/519520/difference-between-static-class-and-singleton-pattern""",1937,40,Difference between static class and singleton pattern?,"What real (i.e. practical) difference exists between a static class and a singleton pattern?

Both can be invoked without instantiation, both provide only one ""Instance"" and neither of them is thread-...","['design-patterns', 'static', 'singleton']",2009-02-06
497,"""/questions/1041866/what-is-the-effect-of-extern-c-in-c""",1936,16,"What is the effect of extern ""C"" in C++?","What exactly does putting extern ""C"" into C++ code do?

For example:

extern ""C"" {
   void foo();
}","['c++', 'c', 'linkage', 'name-mangling', 'extern-c']",2009-06-25
498,"""/questions/5097456/throw-away-local-commits-in-git""",1935,21,Throw away local commits in Git,"Due to some bad cherry-picking, my local Git repository is currently five commits ahead of the origin, and not in a good state. I want to get rid of all these commits and start over again.

Obviously, ...",['git'],2011-02-23
499,"""/questions/6237295/how-can-i-update-nodejs-and-npm-to-the-next-versions""",1930,55,How can I update NodeJS and NPM to the next versions?,"I just installed Node.js and npm (for additional modules).

How can I update Node.js and the modules which I'm using to the latest versions?

Can npm do it, or do I have to remove and reinstall Node....","['node.js', 'linux', 'npm', 'node-modules', 'npm-update']",2011-06-04
500,"""/questions/11269256/how-to-name-and-retrieve-a-stash-by-name-in-git""",1930,27,How to name and retrieve a stash by name in git?,"I was always under the impression that you could give a stash a name by doing git stash save stashname, which you could later on apply by doing git stash apply stashname. But it seems that in this ...","['git', 'git-stash']",2012-06-29
501,"""/questions/835501/how-do-you-stash-an-untracked-file""",1929,18,How do you stash an untracked file?,"I have changes to a file, plus a new file, and would like to use git stash to put them away while I switch to another task.  But git stash by itself stashes only the changes to the existing file; the ...","['git', 'git-stash']",2009-05-07
502,"""/questions/446594/abort-ajax-requests-using-jquery""",1929,18,Abort Ajax requests using jQuery,"Is it possible that using jQuery, I cancel/abort an Ajax request that I have not yet received the response from?","['javascript', 'jquery', 'ajax']",2009-01-15
503,"""/questions/7364150/find-object-by-id-in-an-array-of-javascript-objects""",1926,35,Find object by id in an array of JavaScript objects,"I've got an array:

myArray = [{'id':'73','foo':'bar'},{'id':'45','foo':'bar'}, etc.]
I'm unable to change the structure of the array. I'm being passed an id of 45, and I want to get 'bar' for that ...","['javascript', 'arrays', 'javascript-objects']",2011-09-09
504,"""/questions/3961217/how-do-i-format-xml-in-notepad""",1926,21,How do I format XML in Notepad++?,"I have Notepad++ and I got some XML code which is very long. When I pasted it in Notepad++ there was a long line of code (difficult to read and work with).

I want to know if there is a simple way to ...","['notepad++', 'code-formatting']",2010-10-18
505,"""/questions/1016896/how-to-get-screen-dimensions-as-pixels-in-android""",1925,46,How to get screen dimensions as pixels in Android,"I created some custom elements, and I want to programmatically place them to the upper right corner (n pixels from the top edge and m pixels from the right edge). Therefore I need to get the screen ...","['android', 'layout', 'screen', 'pixel', 'dimensions']",2009-06-19
506,"""/questions/4459379/preview-an-image-before-it-is-uploaded""",1924,28,Preview an image before it is uploaded,"I want to be able to preview a file (image) before it is uploaded.  The preview action should be executed all in the browser without using Ajax to upload the image.

How can I do this?","['javascript', 'jquery', 'file-upload']",2010-12-16
507,"""/questions/2763006/make-the-current-git-branch-a-master-branch""",1923,17,Make the current Git branch a master branch,"I have a repository in Git. I made a branch, then did some changes both to the master and to the branch.

Then, tens of commits later, I realized the branch is in much better state than the master, so ...",['git'],2010-05-04
508,"""/questions/28002/regular-cast-vs-static-cast-vs-dynamic-cast""",1923,8,Regular cast vs. static_cast vs. dynamic_cast [duplicate],"I've been writing C and C++ code for almost twenty years, but there's one aspect of these languages that I've never really understood. I've obviously used regular casts i.e.

MyClass *m = (MyClass *)...","['c++', 'pointers', 'casting']",2008-08-26
509,"""/questions/33923/what-is-tail-recursion""",1918,30,What is tail recursion?,"Whilst starting to learn lisp, I've come across the term tail-recursive. What does it mean exactly?","['algorithm', 'language-agnostic', 'functional-programming', 'recursion', 'tail-recursion']",2010-06-30
510,"""/questions/5590381/easiest-way-to-convert-int-to-string-in-c""",1918,29,Easiest way to convert int to string in C++,"What is the easiest way to convert from int to equivalent string in C++.  I am aware of two methods. Is there any easier way?

(1)

int a = 10;
char *intStr = itoa(a);
string str = string(intStr);
(2)...","['c++', 'string', 'int', 'type-conversion']",2011-04-08
511,"""/questions/588866/whats-the-difference-between-the-atomic-and-nonatomic-attributes""",1913,27,What's the difference between the atomic and nonatomic attributes?,"What do atomic and nonatomic mean in property declarations?

@property(nonatomic, retain) UITextField *userName;
@property(atomic, retain) UITextField *userName;
@property(retain) UITextField *...","['ios', 'objective-c', 'properties', 'atomic', 'nonatomic']",2009-02-26
512,"""/questions/275018/how-can-i-remove-a-trailing-newline""",1913,27,How can I remove a trailing newline?,"What is the Python equivalent of Perl's chomp function, which removes the last character of a string if it is a newline?","['python', 'newline', 'trailing']",2008-11-08
513,"""/questions/8880603/loop-through-an-array-of-strings-in-bash""",1912,22,Loop through an array of strings in Bash?,"I want to write a script that loops through 15 strings (array possibly?) Is that possible?

Something like:

for databaseName in listOfNames
then
  # Do something
end","['arrays', 'bash', 'shell']",2012-01-16
514,"""/questions/2496710/writing-to-files-in-node-js""",1912,19,Writing to files in Node.js,"I've been trying to find a way to write to a file when using Node.js, but with no success. How can I do that?","['javascript', 'node.js', 'file', 'express', 'fs']",2010-03-23
515,"""/questions/9463318/how-to-exit-from-postgresql-command-line-utility-psql""",1911,8,How to exit from PostgreSQL command line utility: psql,What command or short key can I use to exit the PostgreSQL command line utility psql?,"['postgresql', 'postgresql-9.1', 'psql']",2012-02-27
516,"""/questions/1913098/what-is-the-difference-between-an-interface-and-abstract-class""",1907,38,What is the difference between an interface and abstract class?,What exactly is the difference between an interface and an abstract class?,"['oop', 'interface', 'abstract-class']",2009-12-16
517,"""/questions/4099742/how-to-compare-files-from-two-different-branches""",1905,14,How to compare files from two different branches,"I have a script that works fine in one branch and is broken in another. I want to look at the two versions side-by-side and see what's different. Is there a way to do this?
To be clear I'm not looking ...","['git', 'git-diff']",2010-11-04
518,"""/questions/5844672/delete-an-element-from-a-dictionary""",1898,18,Delete an element from a dictionary,"Is there a way to delete an item from a dictionary in Python?

Additionally, how can I delete an item from a dictionary to return a copy (i.e., not modifying the original)?","['python', 'dictionary', 'del']",2011-04-30
519,"""/questions/735975/static-methods-in-python""",1898,11,Static methods in Python?,"Is it possible to have static methods in Python which I could call without initializing a class, like:

ClassName.static_method()","['python', 'static-methods']",2009-04-09
520,"""/questions/406294/left-join-vs-left-outer-join-in-sql-server""",1895,12,LEFT JOIN vs. LEFT OUTER JOIN in SQL Server,What is the difference between LEFT JOIN and LEFT OUTER JOIN?,"['sql-server', 'tsql', 'left-join', 'outer-join']",2009-01-02
521,"""/questions/359424/detach-move-subdirectory-into-separate-git-repository""",1892,26,Detach (move) subdirectory into separate Git repository,"I have a Git repository which contains a number of subdirectories. Now I have found that one of the subdirectories is unrelated to the other and should be detached to a separate repository.

How can I ...","['git', 'git-subtree', 'git-filter-branch']",2008-12-11
522,"""/questions/41107/how-to-generate-a-random-alpha-numeric-string""",1891,44,How to generate a random alpha-numeric string,"I've been looking for a simple Java algorithm to generate a pseudo-random alpha-numeric string.  In my situation it would be used as a unique session/key identifier that would ""likely"" be unique over ...","['java', 'string', 'random', 'alphanumeric']",2010-06-30
523,"""/questions/1053424/how-do-i-get-php-errors-to-display""",1889,31,How do I get PHP errors to display?,"I have checked my PHP ini file (php.ini) and display_errors is set and also error reporting is E_ALL. I have restarted my Apache webserver.

I have even put these lines at the top of my script, and it ...","['php', 'error-handling', 'syntax-error', 'error-reporting']",2009-06-27
524,"""/questions/957537/how-can-i-display-a-javascript-object""",1886,40,How can I display a JavaScript object?,"How do I display the content of a JavaScript object in a string format like when we alert a variable?

The same formatted way I want to display an object.","['javascript', 'serialization', 'javascript-objects']",2009-06-05
525,"""/questions/200469/what-is-the-difference-between-a-process-and-a-thread""",1879,37,What is the difference between a process and a thread?,"What is the technical difference between a process and a thread?

I get the feeling a word like 'process' is overused and there are also hardware and software threads. How about light-weight processes ...","['multithreading', 'process', 'operating-system']",2008-10-14
526,"""/questions/224664/whats-the-difference-between-a-proxy-server-and-a-reverse-proxy-server""",1877,21,What's the difference between a proxy server and a reverse proxy server? [closed],What is the difference between a proxy server and a reverse proxy server?,"['proxy', 'webserver', 'terminology', 'reverse-proxy']",2008-10-22
527,"""/questions/2155930/how-do-i-remedy-the-breakpoint-will-not-currently-be-hit-no-symbols-have-been""",1874,125,"How do I remedy ""The breakpoint will not currently be hit. No symbols have been loaded for this document."" warning?","A C# desktop application (on the Visual Studio Express/Community edition) worked, but then it didn't work 5 seconds later.
I tried the following:

Ensure debug configuration, debug flag, and full ...","['c#', '.net', 'visual-studio', 'debugging', 'breakpoints']",2010-06-30
528,"""/questions/4660142/what-is-a-nullreferenceexception-and-how-do-i-fix-it""",1873,27,"What is a NullReferenceException, and how do I fix it?","I have some code and when it executes, it throws a NullReferenceException, saying:
  Object reference not set to an instance of an object.
What does this mean, and what can I do to fix this error?","['c#', '.net', 'vb.net', 'null', 'nullreferenceexception']",2010-06-30
529,"""/questions/4706499/how-do-you-append-to-a-file""",1873,13,How do you append to a file?,How do you append to the file instead of overwriting it? Is there a special function that appends to the file?,"['python', 'file', 'append']",2011-01-16
530,"""/questions/13411544/delete-a-column-from-a-pandas-dataframe""",1870,19,Delete a column from a Pandas DataFrame,"When deleting a column in a DataFrame I use:
del df['column_name']

And this works great. Why can't I use the following?
del df.column_name

Since it is possible to access the column/Series as df....","['python', 'pandas', 'dataframe']",2012-11-16
531,"""/questions/8511281/check-if-a-value-is-an-object-in-javascript""",1870,49,Check if a value is an object in JavaScript,How do you check if a value is an object in JavaScript?,"['javascript', 'types', 'javascript-objects']",2011-12-14
532,"""/questions/452859/inserting-multiple-rows-in-a-single-sql-query""",1870,4,Inserting multiple rows in a single SQL query? [duplicate],"I have multiple set of data to insert at once, say 4 rows. My table has three columns: Person, Id and Office.

INSERT INTO MyTable VALUES (""John"", 123, ""Lloyds Office"");
INSERT INTO MyTable VALUES (""...","['sql', 'sql-server', 'tsql', 'insert']",2009-01-17
533,"""/questions/1646698/what-is-the-new-keyword-in-javascript""",1870,16,What is the 'new' keyword in JavaScript?,"The new keyword in JavaScript can be quite confusing when it is first encountered, as people tend to think that JavaScript is not an object-oriented programming language.
What is it?
What problems ...","['javascript', 'new-operator']",2009-10-29
534,"""/questions/446835/what-do-two-question-marks-together-mean-in-c""",1870,19,What do two question marks together mean in C#?,"Ran across this line of code:

FormsAuth = formsAuth ?? new FormsAuthenticationWrapper();
What do the two question marks mean, is it some kind of ternary operator?
It's hard to look up in Google.","['c#', 'null-coalescing-operator']",2009-01-15
535,"""/questions/2287440/how-to-do-case-insensitive-search-in-vim""",1866,16,How to do case insensitive search in Vim,"I'd like to search for an upper case word, for example COPYRIGHT in a file. I tried performing a search like:

/copyright/i    # Doesn't work
but it doesn't work.  I know that in Perl, if I give the ...","['search', 'vim', 'case-insensitive']",2010-02-18
536,"""/questions/3029422/how-do-i-auto-resize-an-image-to-fit-a-div-container""",1863,37,How do I auto-resize an image to fit a 'div' container?,"How do you auto-resize a large image so that it will fit into a smaller width div container whilst maintaining its width:height ratio?
Example: stackoverflow.com - when an image is inserted onto the ...","['html', 'css', 'image', 'autoresize']",2010-06-12
537,"""/questions/23935141/how-to-copy-docker-images-from-one-host-to-another-without-using-a-repository""",1861,19,How to copy Docker images from one host to another without using a repository,"How do I transfer a Docker image from one machine to another one without using a repository, no matter private or public?

I create my own image in VirtualBox, and when it is finished I try to deploy ...",['docker'],2014-05-29
538,"""/questions/954560/how-does-git-handle-symbolic-links""",1861,4,How does Git handle symbolic links?,"If I have a file or directory that is a symbolic link and I commit it to a Git repository, what happens to it?

I would assume that it leaves it as a symbolic link until the file is deleted and then ...","['git', 'version-control', 'symlink']",2009-06-05
539,"""/questions/448919/how-can-i-remove-a-commit-on-github""",1860,21,How can I remove a commit on GitHub? [duplicate],"I ""accidentally"" pushed a commit to GitHub.

Is it possible to remove this commit?

I want to revert my GitHub repository as it was before this commit.","['git', 'github', 'git-commit']",2009-01-15
540,"""/questions/3680429/click-through-div-to-underlying-elements""",1859,17,Click through div to underlying elements,"I have a div that has background:transparent, along with border. Underneath this div, I have more elements.

Currently,  I'm able to click the underlying elements when I click outside of the overlay ...","['css', 'click', 'mouseevent', 'layer']",2010-09-09
541,"""/questions/9573244/how-to-check-if-the-string-is-empty""",1857,23,How to check if the string is empty?,"Does Python have something like an empty string variable where you can do:

if myString == string.empty:
Regardless, what's the most elegant way to check for empty string values? I find hard coding """"...","['python', 'string', 'comparison-operators']",2012-03-05
542,"""/questions/3514784/what-is-the-best-way-to-detect-a-mobile-device""",1856,60,What is the best way to detect a mobile device?,Is there a way to detect whether or not a user is using a mobile device in jQuery? Something similar to the CSS @media attribute? I would like to run a different script if the browser is on a handheld ...,"['javascript', 'jquery', 'mobile', 'browser-detection']",2010-06-30
543,"""/questions/692246/undo-working-copy-modifications-of-one-file-in-git""",1854,14,Undo working copy modifications of one file in Git?,"After the last commit, I modified a bunch of files in my working copy, but I want to undo the changes to one of those files, as in reset it to the same state as the most recent commit.

However, I ...","['git', 'file', 'version-control', 'dvcs', 'undo']",2009-03-28
544,"""/questions/18641899/what-is-the-difference-between-bower-and-npm""",1853,8,What is the difference between Bower and npm?,What is the fundamental difference between bower and npm? Just want something plain and simple. I've seen some of my colleagues use bower and npm interchangeably in their projects.,"['javascript', 'npm', 'bower']",2013-09-05
545,"""/questions/12694530/what-is-typescript-and-why-would-i-use-it-in-place-of-javascript""",1851,5,What is TypeScript and why would I use it in place of JavaScript? [closed],"Can you please describe what the TypeScript language is?

What can it do that JavaScript or available libraries cannot do, that would give me reason to consider it?","['javascript', 'typescript']",2012-10-02
546,"""/questions/1358540/how-can-i-count-all-the-lines-of-code-in-a-directory-recursively""",1850,47,How can I count all the lines of code in a directory recursively?,"We've got a PHP application and want to count all the lines of code under a specific directory and its subdirectories.
We don't need to ignore comments, as we're just trying to get a rough idea.
wc -l ...","['bash', 'shell']",2009-08-31
547,"""/questions/15182496/why-does-this-code-using-random-strings-print-hello-world""",1849,15,"Why does this code using random strings print ""hello world""?","The following print statement would print ""hello world"".
Could anyone explain this?

System.out.println(randomString(-229985452) + "" "" + randomString(-147909649));
And randomString() looks like this:
...","['java', 'string', 'random']",2013-03-03
548,"""/questions/1353684/detecting-an-invalid-date-date-instance-in-javascript""",1849,49,"Detecting an ""invalid date"" Date instance in JavaScript","I'd like to tell the difference between valid and invalid date objects in JS, but couldn't figure out how:

var d = new Date(""foo"");
console.log(d.toString()); // shows 'Invalid Date'
console.log(...","['javascript', 'date']",2009-08-30
549,"""/questions/339007/how-to-pad-zeroes-to-a-string""",1843,19,How to pad zeroes to a string?,"What is a Pythonic way to pad a numeric string with zeroes to the left, i.e. so the numeric string has a specific length?","['python', 'string', 'zero-padding']",2008-12-03
550,"""/questions/17157721/how-to-get-a-docker-containers-ip-address-from-the-host""",1841,53,How to get a Docker container's IP address from the host,"Is there a command I can run to get the container's IP address right from the host after a new container is created?

Basically, once Docker creates the container, I want to roll my own code ...","['docker', 'ip-address']",2013-06-17
551,"""/questions/1279957/how-to-move-an-element-into-another-element""",1841,15,How to move an element into another element?,"I would like to move one DIV element inside another. For example, I want to move this (including all children):

<div id=""source"">
...
</div>
into this:

<div id=""destination"">
...
&...","['javascript', 'jquery', 'html']",2009-08-14
552,"""/questions/354038/how-do-i-check-if-a-string-is-a-number-float""",1836,38,How do I check if a string is a number (float)?,"What is the best possible way to check if a string can be represented as a number in Python?
The function I currently have right now is:
def is_number(s):
    try:
        float(s)
        return True
...","['python', 'casting', 'floating-point', 'type-conversion']",2008-12-09
553,"""/questions/38892771/cant-bind-to-ngmodel-since-it-isnt-a-known-property-of-input""",1835,49,Can't bind to 'ngModel' since it isn't a known property of 'input',"I've got the following error when launching my Angular app, even if the component is not displayed.

I have to comment out the <input> so that my app works.

zone.js:461 Unhandled Promise ...","['javascript', 'angular', 'typescript', 'input']",2016-08-11
554,"""/questions/3481828/how-to-split-a-string-in-java""",1834,37,How to split a string in Java,"I have a string, ""004-034556"", that I want to split into two strings:

string1=""004"";
string2=""034556"";
That means the first string will contain the characters before '-', and the second string will ...","['java', 'string', 'split']",2010-08-14
555,"""/questions/5805059/how-do-i-make-a-placeholder-for-a-select-box""",1830,38,How do I make a placeholder for a 'select' box?,"I'm using placeholders for text inputs which is working out just fine. But I'd like to use a placeholder for my selectboxes as well. Of course I can just use this code:

<select>
    <option ...","['html', 'css', 'html-select', 'placeholder']",2011-04-27
556,"""/questions/1144805/scroll-to-the-top-of-the-page-using-javascript""",1830,45,Scroll to the top of the page using JavaScript?,How do I scroll to the top of the page using JavaScript? The scrollbar instantly jumping to the top of the page is desirable too as I'm not looking to achieve smooth scrolling.,"['javascript', 'scroll']",2009-07-17
557,"""/questions/306252/how-to-align-checkboxes-and-their-labels-consistently-cross-browsers""",1830,40,How to align checkboxes and their labels consistently cross-browsers,"This is one of the minor CSS problems that plague me constantly.
How do folks around Stack Overflow vertically align checkboxes and their labels consistently cross-browser?
Whenever I align them ...","['html', 'css', 'cross-browser', 'alignment', 'forms']",2010-06-30
558,"""/questions/126100/how-to-efficiently-count-the-number-of-keys-properties-of-an-object-in-javascrip""",1827,20,How to efficiently count the number of keys/properties of an object in JavaScript,"What's the fastest way to count the number of keys/properties of an object? Is it possible to do this without iterating over the object?  I.e., without doing:
var count = 0;
for (k in myobj) if (myobj....","['javascript', 'performance', 'properties', 'count', 'key']",2008-09-24
559,"""/questions/11369375/how-can-i-delete-all-of-my-git-stashes-at-once""",1822,11,How can I delete all of my Git stashes at once?,"How can I delete all of my Git stashes at once?
Specifically I mean, with typing in one command.","['git', 'git-stash']",2012-07-06
560,"""/questions/73319/how-to-duplicate-a-whole-line-in-vim""",1821,21,How to duplicate a whole line in Vim?,How do I duplicate a whole line in Vim in a similar way to Ctrl+D in IntelliJ IDEA/ Resharper or Ctrl+Alt+↑/↓ in Eclipse?,"['eclipse', 'vim', 'editor', 'keyboard-shortcuts', 'vi']",2008-09-16
561,"""/questions/10228760/how-do-i-fix-a-git-detached-head""",1821,26,How do I fix a Git detached head?,"I was doing some work in my repository and noticed a file had local changes. I didn't want them anymore so I deleted the file, thinking I can just checkout a fresh copy. I wanted to do the Git ...","['git', 'git-detached-head']",2012-04-19
562,"""/questions/49002/prefer-composition-over-inheritance""",1815,32,Prefer composition over inheritance?,Why prefer composition over inheritance?  What trade-offs are there for each approach?  When should you choose inheritance over composition?,"['language-agnostic', 'oop', 'inheritance', 'composition', 'aggregation']",2008-09-08
563,"""/questions/7202157/why-does-return-the-string-10""",1807,10,"Why does ++[[]][+[]]+[+[]] return the string ""10""?","This is valid and returns the string ""10"" in JavaScript (more examples here):



console.log(++[[]][+[]]+[+[]])


Why? What is happening here?","['javascript', 'syntax']",2010-06-30
564,"""/questions/109383/sort-a-mapkey-value-by-values""",1804,62,"Sort a Map<Key, Value> by values","I am relatively new to Java, and often find that I need to sort a Map<Key, Value> on the values.

Since the values are not unique, I find myself converting the keySet into an array, and sorting ...","['java', 'sorting', 'dictionary', 'collections']",2010-06-30
565,"""/questions/10168686/image-processing-algorithm-improvement-for-coca-cola-can-recognition""",1802,23,Image Processing: Algorithm Improvement for 'Coca-Cola Can' Recognition,One of the most interesting projects I've worked on in the past couple of years was a project about image processing. The goal was to develop a system to be able to recognize Coca-Cola 'cans' (note ...,"['c++', 'algorithm', 'image-processing', 'opencv']",2012-04-16
566,"""/questions/469059/button-vs-input-type-button-which-to-use""",1802,15,"<button> vs. <input type=""button"" />. Which to use?","When looking at most sites (including SO), most of them use:

<input type=""button"" />
instead of:

<button></button>
What are the main differences between the two, if any?
Are ...","['html', 'html-input']",2009-01-22
567,"""/questions/538060/proper-use-of-the-idisposable-interface""",1801,19,Proper use of the IDisposable interface,"I know from reading the Microsoft documentation that the ""primary"" use of the IDisposable interface is to clean up unmanaged resources.

To me, ""unmanaged"" means things like database connections, ...","['c#', '.net', 'garbage-collection', 'idisposable']",2009-02-11
568,"""/questions/4823468/comments-in-markdown""",1800,20,Comments in Markdown,"How do you write a comment in Markdown, i.e. text that is not rendered in the HTML output? I found nothing on the Markdown project.","['syntax', 'comments', 'markdown']",2011-01-28
569,"""/questions/982677/command-to-collapse-all-sections-of-code""",1791,22,Command to collapse all sections of code?,In Visual Studio is there a command to collapse/expand all the sections of code in a file?,['visual-studio'],2009-06-11
570,"""/questions/22146094/why-should-i-use-a-pointer-rather-than-the-object-itself""",1791,22,Why should I use a pointer rather than the object itself?,"I'm coming from a Java background and have started working with objects in C++. But one thing that occurred to me is that people often use pointers to objects rather than the objects themselves, for ...","['c++', 'c++11', 'pointers', 'c++-faq']",2014-03-03
571,"""/questions/8898925/is-there-a-reason-for-cs-reuse-of-the-variable-in-a-foreach""",1790,4,Is there a reason for C#'s reuse of the variable in a foreach?,"When using lambda expressions or anonymous methods in C#, we have to be wary of the access to modified closure pitfall. For example:

foreach (var s in strings)
{
   query = query.Where(i => i.Prop ...","['c#', 'foreach', 'lambda', 'scope', 'anonymous-methods']",2012-01-17
572,"""/questions/4210042/how-to-exclude-a-directory-in-find-command""",1788,45,How to exclude a directory in find . command,"I'm trying to run a find command for all JavaScript files, but how do I exclude a specific directory?

Here is the find code we're using.

for file in $(find . -name '*.js')
do 
  java -jar config/...","['linux', 'shell', 'find']",2010-11-17
